@relation 'final_with_weka_header-weka.filters.unsupervised.attribute.Remove-R1-2,21-weka.filters.unsupervised.attribute.Remove-R1-2,5-7,9,11-12,17'

@attribute ncls numeric
@attribute slc numeric
@attribute regexpsl numeric
@attribute method_length numeric
@attribute cdac numeric
@attribute cfoc numeric
@attribute ccn numeric
@attribute nppathc numeric
@attribute nbug1 numeric

@data
25,3,0,0,0,1,0,0,0.000284
22,0,0,0,0,0,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
8,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
17,0,0,0,0,0,0,0,0.000284
20,1,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
15,0,0,0,0,0,0,0,0.000284
4,0,0,0,0,0,0,0,0.000284
4,0,1,0,0,0,0,0,0.000284
39,1,7,0,0,1,0,0,0.000284
4,0,2,0,0,0,0,0,0.000284
135,43,2,0,0,1,0,0,0.000284
27,0,1,0,0,1,0,0,0.000284
99,16,8,0,1,1,0,1,0.000284
56,16,0,0,0,1,0,0,0.000284
31,0,0,0,0,0,0,0,0.000284
5,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
8,0,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
5,0,0,0,0,0,0,0,0.000284
15,0,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
16,0,0,0,0,1,0,0,0.000284
5,0,1,0,0,0,0,0,0.000284
18,0,0,0,0,1,0,0,0.000284
15,1,0,0,0,0,0,0,0.000284
15,1,0,0,0,0,0,0,0.000284
7,0,0,0,0,0,0,0,0.000284
5,0,0,0,0,0,0,0,0.000284
499,104,57,0,1,1,5,5,0.000284
40,1,0,0,0,0,0,0,0.000284
17,0,2,0,0,1,0,0,0.000284
72,23,0,0,0,1,0,0,0.000284
82,0,0,0,0,0,0,0,0.000284
11,0,0,0,0,0,0,0,0.000284
3,0,1,0,0,0,0,0,0.000284
5,0,1,0,0,0,0,0,0.000284
14,0,1,0,0,0,0,0,0.000284
18,0,3,0,0,0,0,0,0.000284
36,1,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
8,0,5,0,0,0,0,0,0.000284
15,0,0,0,0,0,0,0,0.000284
4,0,2,0,0,0,0,0,0.000284
21,0,0,0,0,0,0,0,0.000284
10,0,2,0,0,0,0,0,0.000284
76,27,0,0,1,1,1,1,0.000284
15,3,0,0,0,0,0,0,0.000284
5,0,0,0,0,0,0,0,0.000284
48,3,1,0,0,1,0,0,0.000284
18,0,3,0,0,0,0,0,0.000284
5,0,1,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
13,0,1,0,0,0,0,0,0.000284
32,1,1,0,0,0,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
11,0,0,0,0,0,0,0,0.000284
45,0,0,0,0,0,0,0,0.000284
2,0,0,0,0,0,0,0,0.000284
13,0,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
5,0,2,0,0,0,0,0,0.000284
42,0,0,0,0,0,0,0,0.000284
128,0,2,0,0,1,0,0,0.000284
6,0,1,0,0,0,0,0,0.000284
16,0,0,0,0,0,0,0,0.000284
6,0,1,0,0,0,0,0,0.000284
6,0,1,0,0,0,0,0,0.000284
19,2,0,0,0,0,0,0,0.000284
227,56,5,0,1,1,0,0,0.000284
4,0,0,0,0,0,0,0,0.000284
8,0,0,0,0,0,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
7,0,0,0,0,0,0,0,0.000284
31,3,0,0,0,1,0,0,0.000284
2,0,3,0,0,0,0,0,0.000284
7,0,0,0,0,0,0,0,0.000284
34,1,3,0,0,0,1,0,0.000284
3,0,1,0,0,0,0,0,0.000284
5,0,1,0,0,0,0,0,0.000284
14,0,0,0,0,0,0,0,0.000284
33,0,1,0,0,1,0,0,0.000284
76,15,23,0,0,1,0,0,0.000284
8,0,1,0,0,0,0,0,0.000284
16,0,3,0,0,1,0,0,0.000284
32,0,0,0,0,1,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
5,0,0,0,0,0,0,0,0.000284
10,0,1,0,0,0,0,0,0.000284
10,0,2,0,0,0,0,0,0.000284
6,0,2,0,0,0,0,0,0.000284
4,0,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
60,6,0,0,0,1,0,0,0.038745
3,0,0,0,0,0,0,0,0.000284
5,0,1,0,0,0,0,0,0.000284
4,0,0,0,0,0,0,0,0.000284
16,0,5,0,0,0,0,0,0.000284
4,0,0,0,0,0,0,0,0.000284
8,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
8,0,4,0,0,0,0,0,0.000284
47,21,0,0,0,1,0,0,0.000284
67,0,0,0,0,1,0,0,0.000284
17,4,9,0,0,0,0,0,0.000284
6,0,1,0,0,0,0,0,0.000284
14,0,0,0,0,0,0,0,0.000284
8,0,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
31,2,2,0,0,1,0,1,0.000284
9,0,0,0,0,0,0,0,0.000284
10,0,3,0,0,0,0,0,0.000284
5,0,1,0,0,0,0,0,0.000284
5,0,1,0,0,0,0,0,0.000284
30,0,0,0,0,0,0,0,0.000284
27,0,4,0,0,0,0,0,0.000284
2,0,2,0,0,0,0,0,0.000284
17,0,0,0,0,0,0,0,0.000284
8,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
23,15,14,0,0,0,0,0,0.000284
20,3,0,0,0,0,0,0,0.000284
75,2,6,0,1,1,0,0,0.000284
39,0,0,0,0,0,0,0,0.000284
4,0,1,0,0,0,0,0,0.000284
47,1,1,0,0,1,1,1,0.000284
3,0,0,0,0,0,0,0,0.000284
65,0,0,0,0,0,0,0,0.000284
31,0,4,0,0,0,0,0,0.000284
13,0,0,0,0,0,0,0,0.000284
8,3,0,0,0,0,0,0,0.000284
18,0,0,0,0,0,0,0,0.000284
8,0,0,0,0,0,0,0,0.000284
2,0,3,0,0,0,0,0,0.000284
4,0,2,0,0,0,0,0,0.000284
7,0,1,0,0,0,0,0,0.000284
55,15,0,0,0,0,0,0,0.000284
4,0,3,0,0,0,0,0,0.000284
49,53,6,0,0,1,0,0,0.000284
5,0,2,0,0,0,0,0,0.000284
123,18,1,0,0,1,1,1,0.000284
134,30,4,0,0,1,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
92,24,3,0,0,1,0,0,0.000284
16,9,5,0,0,0,0,0,0.000284
23,0,1,0,0,0,0,0,0.000284
24,0,0,0,0,0,0,0,0.000284
15,1,0,0,0,0,0,0,0.000284
19,1,0,0,0,0,0,0,0.000284
13,0,1,0,0,0,0,0,0.000284
6,0,3,0,0,0,0,0,0.000284
6,0,3,0,0,0,0,0,0.000284
9,0,3,0,0,0,0,0,0.000284
2,0,2,0,0,0,0,0,0.000284
7,0,0,0,0,0,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
27,2,0,0,0,0,0,0,0.000284
65,3,0,0,0,1,0,0,0.000284
26,0,1,0,0,0,0,0,0.000284
48,0,0,0,0,0,0,0,0.000284
16,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
13,0,0,0,0,0,0,0,0.000284
2,0,3,0,0,0,0,0,0.000284
24,0,0,0,0,0,0,0,0.000284
30,0,3,0,0,1,0,0,0.000284
26,0,0,0,0,1,0,0,0.000284
14,0,2,0,0,0,0,0,0.000284
8,0,1,0,0,0,0,0,0.000284
7,0,3,0,0,0,0,0,0.000284
6,0,1,0,0,0,0,0,0.000284
339,82,65,0,1,1,3,2,0.000284
7,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
11,0,1,0,0,0,0,0,0.000284
17,14,2,0,0,0,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
13,0,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
4,0,2,0,0,0,0,0,0.000284
6,0,1,0,0,0,0,0,0.000284
24,0,5,0,0,0,0,0,0.000284
23,0,0,0,0,1,0,0,0.000284
44,30,39,0,0,1,0,0,0.000284
72,0,6,0,0,1,0,0,0.000284
246,44,3,0,1,1,2,1,0.000284
6,0,0,0,0,0,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
24,1,0,0,0,0,0,0,0.000284
35,0,0,0,0,0,0,0,0.000284
7,0,2,0,0,0,0,0,0.000284
21,0,0,0,0,0,0,0,0.000284
69,1,2,0,0,1,1,1,0.000284
15,1,2,0,0,0,0,0,0.000284
68,13,4,0,0,1,2,2,0.000284
38,0,0,0,0,0,0,0,0.000284
40,0,0,0,0,0,0,0,0.000284
7,0,5,0,0,0,0,0,0.000284
22,0,4,0,0,0,0,0,0.000284
18,0,4,0,0,1,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
34,9,2,0,0,1,0,0,0.000284
16,0,0,0,0,1,0,0,0.000284
22,0,0,0,0,0,0,0,0.000284
21,2,0,0,0,0,0,0,0.000284
26,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
55,5,0,0,0,1,0,0,0.000284
49,0,0,0,1,1,0,0,0.000284
55,1,0,0,0,1,0,0,0.000284
18,0,0,0,0,1,0,0,0.000284
18,0,0,0,0,1,0,0,0.000284
8,0,3,0,0,0,0,0,0.000284
10,0,1,0,0,0,0,0,0.000284
2,0,2,0,0,0,0,0,0.000284
66,1,10,0,0,1,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
31,0,0,0,0,1,0,0,0.000284
21,0,0,0,0,0,0,0,0.000284
36,3,0,0,0,0,0,0,0.000284
32,0,1,0,0,1,0,0,0.000284
66,19,1,0,0,1,0,0,0.000284
2,0,3,0,0,0,0,0,0.000284
45,3,0,0,0,1,0,0,0.000284
198,13,0,0,0,1,0,0,0.000284
55,4,0,0,0,1,0,0,0.000284
11,0,0,0,0,0,0,0,0.000284
15,0,0,0,0,1,0,0,0.000284
7,0,0,0,0,0,0,0,0.000284
7,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
18,0,0,0,0,1,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
53,0,0,0,0,0,0,0,0.000284
30,4,0,0,0,0,0,0,0.000284
6,0,1,0,0,0,0,0,0.000284
6,0,1,0,0,0,0,0,0.000284
118,8,4,0,1,1,1,0,0.000284
7,0,0,0,0,0,0,0,0.000284
38,1,0,0,0,1,0,0,0.000284
11,0,0,0,0,0,0,0,0.000284
5,0,0,0,0,0,0,0,0.000284
40,0,0,0,0,1,0,0,0.000284
21,0,0,0,0,0,0,0,0.000284
36,1,0,0,0,0,1,1,0.000284
3,0,1,0,0,0,0,0,0.000284
187,28,4,0,1,1,1,1,0.000284
7,0,3,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
70,15,2,0,0,1,0,0,0.000284
158,44,30,0,1,1,2,1,0.000284
109,7,2,0,1,1,0,0,0.000284
36,3,1,0,0,1,0,0,0.000284
25,3,0,0,0,1,0,0,0.000284
21,2,0,0,0,1,0,0,0.000284
31,0,0,0,0,0,0,0,0.000284
13,0,0,0,0,1,0,0,0.000284
19,0,0,0,0,0,0,0,0.000284
44,0,0,0,0,0,0,0,0.000284
36,0,3,0,0,0,0,0,0.000284
7,0,0,0,0,0,0,0,0.000284
312,34,14,0,1,1,1,1,0.000284
30,0,0,0,0,1,0,0,0.000284
28,0,0,0,0,1,0,0,0.000284
32,1,0,0,0,1,0,0,0.000284
16,0,0,0,0,0,0,0,0.000284
2,0,3,0,0,0,0,0,0.000284
6,0,1,0,0,0,0,0,0.000284
14,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
74,0,1,0,0,1,0,0,0.000284
4,0,2,0,0,0,0,0,0.000284
4,0,0,0,0,0,0,0,0.000284
34,0,0,0,0,1,0,0,0.000284
8,0,0,0,0,0,0,0,0.000284
4,0,1,0,0,0,0,0,0.000284
152,21,3,0,1,1,3,3,0.000284
4,2,0,0,0,0,0,0,0.000284
15,0,8,0,0,0,0,0,0.000284
68,18,25,0,0,1,0,0,0.000284
23,0,0,0,0,0,0,0,0.000284
11,0,0,0,0,0,0,0,0.000284
18,0,0,0,0,1,0,0,0.000284
15,0,0,0,0,1,0,0,0.000284
11,0,0,0,0,0,0,0,0.000284
14,0,0,0,0,1,0,0,0.000284
27,0,0,0,0,1,0,0,0.000284
66,18,0,0,0,0,0,0,0.000284
48,0,0,0,0,0,0,0,0.000284
137,0,1,0,0,0,0,0,0.000284
7,0,0,0,0,0,0,0,0.000284
9,0,1,0,0,0,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
3,0,1,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
24,0,3,0,0,0,0,0,0.000284
15,0,0,0,0,0,0,0,0.000284
43,0,0,0,0,1,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
13,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
11,0,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
2,0,0,0,0,0,0,0,0.000284
135,35,0,0,1,1,1,0,0.000284
7,0,3,0,0,0,0,0,0.000284
2,0,3,0,0,0,0,0,0.000284
6,0,1,0,0,0,0,0,0.000284
5,0,2,0,0,0,0,0,0.000284
149,11,6,1,1,1,0,0,0.000284
98,18,1,0,0,1,2,0,0.000284
10,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
39,0,0,0,0,1,0,0,0.000284
37,1,2,0,0,1,1,1,0.000284
7,0,0,0,0,0,0,0,0.000284
4,0,1,0,0,0,0,0,0.000284
49,0,0,0,0,1,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
4,0,0,0,0,0,0,0,0.000284
6,0,1,0,0,0,0,0,0.000284
81,21,1,0,0,0,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
35,0,0,0,0,1,0,0,0.000284
8,0,0,0,0,0,0,0,0.000284
79,0,6,0,0,1,0,0,0.000284
39,0,0,0,0,1,0,0,0.000284
21,0,0,0,0,1,0,0,0.000284
56,6,4,0,1,1,0,0,0.000284
14,0,0,0,0,0,0,0,0.000284
56,0,1,0,0,1,0,0,0.000284
5,0,2,0,0,0,0,0,0.000284
51,1,0,0,0,1,0,0,0.000284
20,0,0,0,0,0,0,0,0.000284
11,0,1,0,0,0,0,0,0.000284
12,0,5,0,0,0,0,0,0.000284
155,15,10,0,0,1,1,0,0.038745
18,0,0,0,0,0,0,0,0.000284
19,0,0,0,0,0,0,0,0.000284
19,0,0,0,0,0,0,0,0.000284
11,0,0,0,0,0,0,0,0.000284
47,0,2,0,0,1,0,0,0.000284
126,3,4,0,1,2,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
109,32,0,0,1,1,0,0,0.000284
19,1,0,0,0,0,0,0,0.000284
23,0,0,0,0,1,0,0,0.000284
46,10,0,0,0,0,1,1,0.000284
49,0,0,0,0,1,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
15,0,0,0,0,1,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
11,0,3,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
55,0,1,0,0,0,1,1,0.000284
28,0,0,0,0,1,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
93,30,0,0,0,1,0,0,0.000284
20,3,0,0,0,0,0,0,0.000284
10,0,2,0,0,0,0,0,0.000284
5,0,1,0,0,0,0,0,0.000284
6,0,1,0,0,0,0,0,0.000284
12,3,0,0,0,0,0,0,0.000284
90,5,0,0,0,0,0,0,0.000284
4,0,0,0,0,0,0,0,0.000284
77,0,8,0,0,1,0,0,0.000284
18,11,0,0,0,0,0,0,0.000284
84,5,0,0,0,0,0,0,0.000284
5,0,0,0,0,0,0,0,0.000284
19,0,0,0,0,0,0,0,0.000284
100,26,7,0,0,1,0,1,0.000284
15,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
14,0,0,0,0,1,0,0,0.000284
117,38,2,0,0,1,0,0,0.000284
11,0,0,0,0,0,0,0,0.000284
14,0,0,0,0,0,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
8,0,0,0,0,0,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
33,1,0,0,0,1,0,0,0.000284
20,0,0,0,0,0,0,0,0.000284
23,0,0,0,0,0,0,0,0.000284
15,0,1,0,0,0,0,0,0.000284
92,5,0,0,0,1,0,0,0.000284
77,7,1,0,0,1,1,1,0.000284
20,9,1,0,0,1,0,0,0.000284
49,12,0,0,0,1,0,0,0.000284
15,0,0,0,0,1,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
14,0,0,0,0,0,0,0,0.000284
177,9,0,1,1,1,0,0,0.000284
26,1,1,0,0,1,0,0,0.000284
37,0,0,0,0,0,0,0,0.000284
26,0,2,0,0,0,0,0,0.000284
12,3,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
7,0,2,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
7,0,0,0,0,0,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
4,0,2,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
20,0,0,0,0,0,0,0,0.000284
14,0,0,0,0,1,0,0,0.000284
13,0,0,0,0,0,0,0,0.000284
65,28,0,0,0,0,0,0,0.000284
22,1,1,0,0,0,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
4,0,0,0,0,0,0,0,0.000284
26,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
96,6,2,0,0,1,0,0,0.000284
11,0,1,0,0,0,0,0,0.000284
5,0,0,0,0,0,0,0,0.000284
14,6,2,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
7,0,0,0,0,0,0,0,0.000284
7,0,0,0,0,0,0,0,0.000284
11,0,4,0,0,0,0,0,0.000284
160,0,3,0,1,2,3,3,0.000284
6,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
300,45,11,0,1,1,5,3,0.000284
14,3,1,0,0,0,0,0,0.000284
7,0,1,0,0,0,0,0,0.000284
24,0,0,0,0,0,0,0,0.000284
24,0,0,0,0,0,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
28,0,0,0,0,0,0,0,0.000284
34,0,0,0,0,1,0,0,0.000284
11,0,0,0,0,0,0,0,0.000284
2,0,3,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
13,0,0,0,0,0,0,0,0.000284
17,0,0,0,0,0,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
5,0,1,0,0,0,0,0,0.000284
11,0,0,0,0,0,0,0,0.000284
18,0,0,0,0,1,0,0,0.000284
15,0,0,0,0,1,0,0,0.000284
53,9,0,0,0,1,0,0,0.000284
65,21,0,0,0,0,0,0,0.000284
5,0,2,0,0,0,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
13,0,0,0,0,0,0,0,0.000284
13,0,1,0,0,0,0,0,0.000284
36,0,0,0,0,1,0,0,0.000284
17,0,0,0,0,0,0,0,0.000284
7,0,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
23,0,0,0,0,0,0,0,0.000284
4,0,1,0,0,0,0,0,0.000284
120,11,0,0,0,1,1,0,0.000284
53,12,0,0,0,1,0,0,0.000284
437,81,15,0,1,1,1,2,0.000284
14,0,1,0,0,1,0,0,0.000284
34,6,0,0,0,1,0,0,0.000284
40,0,0,0,0,1,0,0,0.000284
15,0,0,0,0,0,0,0,0.000284
15,0,1,0,0,0,0,0,0.000284
23,0,0,0,0,0,0,0,0.000284
13,0,0,0,0,0,0,0,0.000284
11,0,0,0,0,0,0,0,0.000284
4,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
24,0,0,0,0,0,0,0,0.000284
18,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
6,2,2,0,0,0,0,0,0.000284
68,11,3,0,0,1,0,0,0.000284
5,0,1,0,0,0,0,0,0.000284
9,3,0,0,0,0,0,0,0.000284
60,20,0,0,0,1,0,2,0.000284
15,0,0,0,0,0,0,0,0.000284
54,0,0,0,0,1,0,0,0.000284
23,6,14,0,0,0,0,0,0.000284
232,42,0,0,1,1,0,0,0.000284
47,5,1,0,0,1,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
3,0,1,0,0,0,0,0,0.000284
15,0,0,0,0,0,0,0,0.000284
9,0,1,0,0,0,0,0,0.000284
8,0,0,0,0,0,0,0,0.000284
17,0,0,0,0,0,0,0,0.000284
40,0,0,0,0,1,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
7,0,0,0,0,0,0,0,0.000284
94,0,1,0,0,1,0,0,0.000284
22,0,0,0,0,0,0,0,0.000284
40,0,0,0,0,1,0,0,0.000284
41,0,1,0,0,1,0,0,0.000284
50,11,0,0,0,1,0,0,0.000284
5,0,0,0,0,0,0,0,0.000284
5,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
6,0,3,0,0,0,0,0,0.000284
9,0,1,0,0,0,0,0,0.000284
542,1,0,0,1,1,0,0,0.000284
107,24,2,0,0,1,0,1,0.000284
16,0,0,0,0,0,0,0,0.000284
8,0,0,0,0,0,0,0,0.000284
49,19,0,0,0,1,0,0,0.000284
4,0,1,0,0,0,0,0,0.000284
5,0,0,0,0,0,0,0,0.000284
9,0,0,0,0,0,0,0,0.000284
12,3,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
20,1,0,0,0,0,0,0,0.000284
37,0,0,0,0,1,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
28,9,0,0,0,0,0,0,0.000284
6,0,1,0,0,0,0,0,0.000284
157,12,0,0,1,1,1,0,0.000284
91,2,1,0,0,1,0,0,0.000284
26,0,0,0,0,1,0,0,0.000284
30,0,0,0,0,1,0,0,0.000284
2,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
44,10,3,0,0,0,1,1,0.000284
41,1,0,0,0,1,0,1,0.000284
20,0,0,0,0,0,0,0,0.000284
20,0,0,0,0,0,0,0,0.000284
23,9,1,0,0,1,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
14,0,2,0,0,0,0,0,0.000284
29,0,0,0,0,0,0,0,0.000284
23,3,0,0,0,0,0,0,0.000284
28,0,2,0,0,0,0,0,0.000284
42,0,0,0,0,0,0,0,0.000284
22,0,0,0,0,0,0,0,0.000284
19,0,0,0,0,0,0,0,0.000284
5,0,0,0,0,0,0,0,0.000284
39,0,0,0,0,1,0,0,0.000284
72,0,0,0,0,1,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
162,52,4,0,1,1,1,1,0.000284
42,0,0,0,0,1,0,0,0.000284
75,6,2,0,0,1,0,0,0.000284
23,0,0,0,0,1,0,0,0.000284
16,0,0,0,0,0,0,0,0.000284
57,1,1,0,0,1,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
88,1,0,0,0,1,0,0,0.000284
38,0,0,0,0,1,0,0,0.000284
42,0,0,0,0,1,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
26,0,1,0,0,0,0,0,0.000284
11,0,0,0,0,0,0,0,0.000284
14,0,0,0,0,0,0,0,0.000284
74,4,0,0,0,1,0,0,0.000284
121,0,0,0,0,1,0,0,0.000284
86,0,2,0,1,1,0,0,0.000284
33,0,0,0,0,1,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
478,2,0,0,1,1,0,0,0.000284
39,0,0,0,0,1,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
38,0,0,0,0,1,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
37,0,0,0,0,1,0,0,0.000284
100,0,0,0,0,0,0,0,0.000284
12,0,0,0,0,0,0,0,0.000284
14,0,0,0,0,0,0,0,0.000284
33,0,0,0,0,0,0,0,0.000284
50,0,0,0,0,1,0,0,0.000284
41,0,0,0,0,1,0,0,0.000284
13,0,0,0,0,0,0,0,0.000284
32,0,0,0,0,0,0,0,0.000284
23,6,4,0,0,1,0,0,0.000284
29,5,0,0,0,0,0,0,0.000284
5,0,1,0,0,0,0,0,0.000284
3,0,0,0,0,0,0,0,0.000284
37,0,0,0,0,0,0,0,0.000284
62,1,0,0,0,0,0,0,0.000284
100,0,0,0,0,0,0,0,0.000284
34,0,0,0,0,0,1,1,0.000284
16,0,1,0,0,0,0,0,0.000284
16,0,0,0,0,0,0,0,0.000284
18,0,0,0,0,0,0,0,0.000284
29,5,0,0,0,0,0,0,0.000284
92,1,5,0,1,1,1,1,0.000284
20,0,0,0,0,0,0,0,0.000284
63,0,3,0,0,1,0,0,0.000284
13,3,0,0,0,0,0,0,0.000284
33,0,0,0,0,1,0,0,0.000284
29,5,0,0,0,0,0,0,0.000284
29,5,0,0,0,0,0,0,0.000284
16,0,1,0,0,0,0,0,0.000284
113,27,11,0,0,1,0,0,0.000284
35,0,0,0,0,0,0,0,0.000284
33,3,0,0,0,1,0,0,0.000284
39,0,0,0,0,1,0,0,0.000284
10,0,0,0,0,0,0,0,0.000284
42,0,0,0,0,1,0,0,0.000284
6,0,0,0,0,0,0,0,0.000284
35,6,1,0,0,2,0,0,0.000284
115,9,0,0,0,0,0,0,0.000284
42,0,0,0,0,1,0,0,0.000284
39,1,0,0,0,1,0,0,0.000284
37,0,1,0,0,1,0,0,0.000284
51,0,0,0,0,1,0,0,0.000284
76,4,0,0,0,1,0,0,0.000284
13,0,0,0,0,0,0,0,0.000284
42,0,0,0,0,1,0,0,0.000284
204,17,3,0,0,1,2,1,0.000284
95,0,1,0,0,1,0,0,0.000284
99,19,8,0,1,1,0,0,0.000284
8,0,1,0,0,0,0,0,0.000284
17,0,1,0,0,0,0,0,0.000284
12,0,4,0,0,0,0,0,0.000284
48,3,0,0,0,1,0,0,0.000284
51,6,12,0,0,1,1,0,0.333333
389,60,121,0,1,1,0,0,0.5
94,14,33,0,0,0,1,1,0.5
141,19,36,0,0,1,0,0,1
27,0,2,0,0,0,0,0,0.142857
26,0,7,0,0,0,0,0,0.142857
273,25,49,0,1,1,2,2,1
35,1,10,0,0,0,0,0,0.090909
105,10,21,0,0,1,0,0,0.333333
145,29,34,0,0,1,0,0,1.340909
283,89,84,0,1,1,5,5,1
188,22,51,0,0,1,1,1,1
62,7,9,0,0,1,2,2,4.5
216,2,60,0,0,1,0,0,1
100,0,17,0,0,0,0,0,0.5
152,5,25,0,1,1,2,1,0.030303
117,2,39,0,1,1,1,1,0.5
702,145,212,2,1,1,10,6,0.030303
